regressor,h,rmse_regular,rmse_multiplicative,n
IP,1,0.7100888877851567,0.6549774266169028,121
IP,2,0.7468524521917865,0.7491496583594438,120
IP,3,0.7683505198840928,0.777618495402763,119
IP,4,0.7455269249673236,0.7821500556703603,118
IP,5,0.7959931014771725,0.7891671599292428,117
IP,6,0.7855346072839037,0.7524133987531759,116
IP,7,0.7444584292637084,0.7332295727210894,115
IP,8,0.7313106238602001,0.7147786643409546,114
