regressor,h,rmse_regular,rmse_multiplicative,n
Emply,1,0.7058458256955232,0.7124312957784605,121
Emply,2,0.7572348670254289,0.7613583153392175,120
Emply,3,0.7930462182597072,0.8004918922337849,119
Emply,4,0.7868416778600895,0.7950097879955753,118
Emply,5,0.8005569571879703,0.7944298135040969,117
Emply,6,0.7828931640334817,0.7888846110398895,116
Emply,7,0.7505116452889715,0.7492332378889986,115
Emply,8,0.7277654288107642,0.7355530733724644,114
