regressor,h,rmse_regular,rmse_multiplicative,n
TERM,1,0.7446692705258501,0.736134876940937,121
TERM,2,0.7293315034738018,0.7288326158932781,120
TERM,3,0.80029861369921,0.8083096238373157,119
TERM,4,0.7507350904661775,0.7507350904661775,118
TERM,5,0.7720013080256535,0.771723273552359,117
TERM,6,0.8162508909217471,0.8134010193369174,116
TERM,7,0.7742559134336205,0.7152262045749367,115
TERM,8,0.7629092286637708,0.7584368676074593,114
