regressor,h,rmse_regular,rmse_multiplicative,n
LEI,1,0.6352460750915359,0.6348553121083407,121
LEI,2,0.6402861046062676,0.6374516132693423,120
LEI,3,0.6414437126587194,0.6393321687955213,119
LEI,4,0.6315022218047538,0.6314969912956825,118
LEI,5,0.6618146530823867,0.6371273468247484,117
LEI,6,0.6781083971568758,0.6781083971568758,116
LEI,7,0.6697097673471332,0.6697097673471337,115
LEI,8,0.6778757268396817,0.6778757268396817,114
