regressor,h,rmse_regular,rmse_multiplicative,n
Manu,1,0.725966840380372,0.7469528197180372,121
Manu,2,0.7521860783374988,0.801501048151692,120
Manu,3,0.8084110100556683,0.7980008790897273,119
Manu,4,0.7680683646639095,0.8025668790219065,118
Manu,5,0.788011007546726,0.7906408644551594,117
Manu,6,0.8073905450202077,0.8493609331554304,116
Manu,7,0.7377495827078879,0.7911540336170737,115
Manu,8,0.7965557850871238,0.7530858681251709,114
