regressor,h,rmse_regular,rmse_multiplicative,n
Exptn,1,0.5503626113963563,0.5503626113963563,85
Exptn,2,0.5903458598721677,0.5937266112131142,84
Exptn,3,0.6274645225199342,0.6383546340567151,83
Exptn,4,0.6652207403704573,0.6618696143873011,82
Exptn,5,0.6980568047028258,0.6980568047028258,81
Exptn,6,0.6715486464854652,0.6734125528197173,80
Exptn,7,0.6878608952330584,0.6878608952330584,79
Exptn,8,0.7014043807472384,0.7014122679794871,78
