Date,GDP
2003-04-01,0.1141124139053532
2003-07-01,0.8629422636805737
2003-10-01,0.3715226747655853
2004-01-01,-0.19009971256583022
2004-04-01,-0.0028922501220250193
2004-07-01,0.16091427951630444
2004-10-01,0.2311170779327313
2005-01-01,0.32472080915463397
2005-04-01,-0.2603025109822571
2005-07-01,0.020508682683450647
2005-10-01,-0.21350064537130578
2006-01-01,0.5587301372093905
2006-04-01,-0.4943118390370136
2006-07-01,-0.5879155702589162
2006-10-01,0.09071148109987753
2007-01-01,-0.4475099734260623
2007-04-01,-0.1432978469548789
2007-07-01,-0.19009971256583022
2007-10-01,-0.1432978469548789
2008-01-01,-1.126137024784856
2008-04-01,-0.16669877976035458
2008-07-01,-1.2197407560067586
2008-10-01,-2.7174004555572
2009-01-01,-1.781363143338174
2009-04-01,-0.8921276967300995
2009-07-01,-0.400708107815111
2009-10-01,0.3013198763491584
2010-01-01,-0.28370344378773277
2010-04-01,0.18431521232178008
2010-07-01,-0.0028922501220250193
2010-10-01,-0.23690157817678145
2011-01-01,-0.9389295623410508
2011-04-01,-0.09649598134392758
2011-07-01,-0.7517220998972457
2011-10-01,0.34812174196010953
2012-01-01,0.06731054829440188
2012-04-01,-0.3071043765932084
2012-07-01,-0.5879155702589162
2012-10-01,-0.6113165030643918
2013-01-01,0.20771614512725575
2013-04-01,-0.4709109062315379
2013-07-01,0.09071148109987753
2013-10-01,0.09071148109987753
2014-01-01,-1.0559342263684288
2014-04-01,0.5119282715984391
2014-07-01,0.4417254731820122
2014-10-01,-0.2603025109822571
2015-01-01,0.1141124139053532
2015-04-01,-0.1432978469548789
2015-07-01,-0.35390624220415967
2015-10-01,-0.5645146374534404
2016-01-01,-0.19009971256583022
2016-04-01,-0.42410904062058663
2016-07-01,-0.04969411573297635
2016-10-01,-0.21350064537130578
2017-01-01,-0.2603025109822571
2017-04-01,-0.19009971256583022
2017-07-01,0.020508682683450647
2017-10-01,0.34812174196010953
2018-01-01,0.043909615488926204
2018-04-01,-0.23690157817678145
2018-07-01,-0.1432978469548789
2018-10-01,-0.5879155702589162
2019-01-01,-0.1432978469548789
2019-04-01,0.06731054829440188
2019-07-01,0.3949236075710609
2019-10-01,-0.07309504853845201
2020-01-01,-1.9451696729765036
2020-04-01,-7.2805823526249505
2020-07-01,7.438604382019229
2020-10-01,0.34812174196010953
2021-01-01,0.6055320028203417
2021-04-01,0.909744129291525
2021-07-01,0.043909615488926204
2021-10-01,0.909744129291525
2022-01-01,-0.9623304951465265
2022-04-01,-0.5879155702589162
2022-07-01,-0.04969411573297635
2022-10-01,-0.07309504853845201
2023-01-01,-0.04969411573297635
2023-04-01,-0.1432978469548789
2023-07-01,0.3715226747655853
2023-10-01,0.06731054829440188
2024-01-01,-0.5411137046479649
2024-04-01,0.1141124139053532
2024-07-01,0.043909615488926204
2024-10-01,-0.28370344378773277
2025-01-01,-0.8687267639246239
2025-04-01,0.16091427951630444
2025-07-01,0.27791894354368263
